id,question,options,correct,explanation,subject,chapter,set_name,difficulty,marks,negative_marks,tags,created_by,created_at,updated_at
050636ba-abbd-43ec-ae01-595e604b1012,35. Which of the following is most reactive?,"[""A) He"",""B) Xe"",""C) Ar"",""D) Kr""]",1,Xenon forms the largest number of compounds among noble gases.,Chemistry,Inorganic,3,,1,0,[],,2026-06-02 17:09:52.391087+00,2026-06-02 17:09:52.391087+00
051adb31-63fc-4fff-b393-721b699d98e5,Which molecule is planar?,"[""CH4"",""C2H4"",""NH3"",""SiCl4""]",1,Ethene (C2H4) is planar due to double bond and sp² hybridization.,Chemistry,Inorganic,4,,1,0,[],,2026-06-02 17:50:06.803031+00,2026-06-02 17:50:06.803031+00
0523e089-6b10-47cc-beeb-dc2811de12b6,Cellular pool refers to,"[""Cellular pool"",""Gene pool"",""Macromolecules"",""All of the above""]",0,Cellular pool refers to collection of small molecules inside a cell.,Botany,Genetics,1,,1,0,[],,2026-06-01 06:17:49.838603+00,2026-06-01 06:17:49.838603+00
052ab200-340c-4814-b66e-f9a16953d52c,4. The endosperm of a dicot seed is mainly:,"[""A) Exalbuminous"",""B) Albuminous"",""C) Perisperm"",""D) Micropylar""]",0,Most dicots are exalbuminous — the endosperm is consumed during seed development.,CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
053c1e9e-6133-40f0-ad5f-9a25718fdcee,Saponification ester + base:,"[""Carboxylic acid + alcohol"",""Carboxylate salt + alcohol (irreversible in base)"",""Ester cation"",""No reaction""]",1,RCOOR' + NaOH → RCOONa + R'OH.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
0552d9b5-5fe0-4a2f-bb16-d6f8fcac4e1c,Part of castor seed that yields oil is:,"[""Caruncle"",""Endosperm"",""Nucellus"",""Cotyledon""]",1,Castor seeds store oil mainly in the endosperm.,Botany,Morphology and Taxonomy of Angiosperms,1,,1,0,[],,2026-06-02 10:50:42.095692+00,2026-06-02 10:50:42.095692+00
055d4c60-0930-4389-aae6-8da5747a2a5f,"At STP, what is the volume occupied by 2 moles of an ideal gas?","[""11.2 L"",""22.4 L"",""44.8 L"",""4.48 L""]",2,"At STP (Standard Temperature and Pressure: 0°C = 273 K, 1 atm), 1 mole of ideal gas occupies 22.4 L (molar volume). For 2 moles: V = 2 × 22.4 = 44.8 L. From ideal gas law: PV = nRT → V = nRT/P = 2 × 0.0821 × 273 / 1 = 44.8 L. Note: IUPAC (2014) defines STP as 0°C and 100 kPa → molar volume = 22.7 L/mol, but the traditional STP (1 atm) value of 22.4 L is used in most examinations.",CHEMISTRY,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
0568b5a3-8019-473d-899e-501d706c12c7,Which is correct order of metallic character of elements,"[""B > Al > Mg > K"",""Al > Mg > B > K"",""Mg > Al > K > B"",""K > Mg > Al > B""]",3,Metallic character increases down a group and to the left; K is most metallic.,Chemistry,Inorganic,4,,1,0,[],,2026-06-02 17:50:06.803031+00,2026-06-02 17:50:06.803031+00
05784d31-28cd-475d-8259-d81fd5d99b96,Root cap is not found in:,"[""Hollyhock"",""Sunflower"",""Pistia"",""China rose""]",2,Aquatic plants like Pistia may lack typical root cap structure.,Botany,Plant Anatomy,1,,1,0,[],,2026-06-01 06:20:31.384769+00,2026-06-01 06:20:31.384769+00
058bc302-d8fe-4587-ad36-8b44bec87235,"To convert a galvanometer into an ammeter, one should connect:","[""A high resistance in series"",""A low resistance (shunt) in parallel"",""A capacitor in series"",""A high resistance in parallel""]",1,"A galvanometer is converted to an ammeter by connecting a low resistance (shunt) in parallel. Most of the current passes through the shunt, protecting the galvanometer coil. To convert to voltmeter: high resistance in series (to reduce current through galvanometer).",PHYSICS,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
05a2e3d4-d92f-4e1f-90a5-7db3e67f65b6,Cornea transplantation is successful as cornea is,"[""Easily available"",""Without blood supply"",""Easily stitched"",""Easily preserved""]",0,,Zoology,Nervous System + Sense Organs,1,,1,0,[],,2026-06-01 06:54:20.882161+00,2026-06-01 06:54:20.882161+00
05ae4351-f300-4e6e-83f3-b686d137a3e8,CAT:KITTEN :: HORSE:?,"[""COLT"",""FOAL"",""PONY"",""Both A and B""]",3,Both colt and foal are young horses.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
05af45b9-82de-454a-895c-03e47c7f16a3,Basal metabolic rate depends on:,"[""Body temperature"",""Environmental temperature"",""Body surface area"",""All of the above""]",3,BMR influenced by multiple factors.,Zoology,"Respiratory System, Cardiovascular system and Blood",1,,1,0,[],,2026-06-01 06:50:02.649702+00,2026-06-01 06:50:02.649702+00
05d5b40f-2acf-4639-b055-ae5219ec68cd,"A man walks 3km North, then 4km East. How far is he from the starting point?","[""A) 7 km"",""B) 1 km"",""C) 5 km"",""D) 12 km""]",2,Using Pythagoras theorem: √(3² + 4²) = √(9 + 16) = √25 = 5 km.,CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
05fb6b6e-e760-4f79-a570-869ea40a3d12,"If 20% of a number is 50, what is 30% of that number?","[""60"",""75"",""80"",""100""]",1,20% of x = 50 → x = 50/0.20 = 250. 30% of 250 = 0.30 × 250 = 75.,MAT,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
0609f7da-f51d-40f2-9fe6-af968153823d,"A plant cell with a solute potential (ψs) of -0.8 MPa is placed in a pure water beaker. At equilibrium, when the cell is fully turgid, its net water potential (ψw) will be:","[""-0.8 MPa"",""0.0 MPa"",""+0.8 MPa"",""Indeterminate""]",0,"Pure water has a water potential (ψw) of 0. At thermodynamic equilibrium, the water potential inside the cell matches the outside environment. The cell develops a turgor pressure (ψp) of +0.8 MPa, balancing the solute potential: ψw = ψs + ψp = -0.8 + 0.8 = 0.0 MPa.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
060f8f61-fba2-427c-9efb-3e023468d5e1,Magnesium is present in:,"[""Vit. C"",""Vit. B12"",""Hemoglobin"",""Chlorophyll""]",3,Magnesium is the central metal ion in chlorophyll.,Chemistry,Inorganic,Set-1,,1,0,[],,2026-05-30 10:58:02.420457+00,2026-05-30 10:58:02.420457+00
06184fb7-6232-4e25-a6a4-7d8762cd5134,The slimy and slippery nature of Spirogyra is due to covering of:,"[""Jelly"",""Mucilage"",""Gelatin"",""Mucus""]",1,"A mucilaginous sheath surrounds Spirogyra, making it slippery.",Botany,Algae+Fungi,1,,1,0,[],,2026-06-02 11:00:20.634656+00,2026-06-02 11:00:20.634656+00
061fdb9d-9e68-4e07-9453-b813346ba9dc,Which compound undergoes SN1 reaction most readily?,"[""A) t-Butyl bromide"",""B) Methyl bromide"",""C) Ethyl bromide"",""D) Vinyl bromide""]",0,t-Butyl bromide forms a stable tertiary carbocation intermediate.,Chemistry,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
062d31f9-d167-4615-a4b5-5d09b4d43f6a,39. Electronegativity depends upon:,"[""A) Size of atom"",""B) Nuclear charge"",""C) Number of electrons"",""D) All of the above""]",3,"Electronegativity is influenced by atomic size, nuclear charge and shielding.",Chemistry,"Periodic Table,Metals & Metallurgy,Hydrogen and The Alkali Metals",1,,1,0,[],,2026-06-02 17:42:51.237422+00,2026-06-02 17:42:51.237422+00
066b1448-165a-403d-8229-0056eba3bcfc,Phosphorus in air forms new compound,"[""H2O"",""N2"",""phosphorus"",""O2""]",2,White phosphorus oxidizes in air.,Chemistry,"Nitrogen,Oxygen & Halogen",2,,1,0,[],,2026-06-02 17:47:32.800408+00,2026-06-02 17:47:32.800408+00
066ce343-4a6a-49c9-9af5-3048ef6488e2,The Standard Hydrogen Electrode (SHE) has a reduction potential of:,"[""+1.0 V"",""0.00 V"",""-1.0 V"",""+0.76 V""]",1,"The Standard Hydrogen Electrode (SHE) is defined as the reference electrode with a standard reduction potential of exactly 0.00 V under standard conditions (H2 at 1 atm, H+ at 1 M, 25°C). All other electrode potentials are measured relative to SHE.",CHEMISTRY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
067a6934-e988-455b-b0d8-d531f971d979,Nectar is produced in flowers pollinated by,"[""Wind"",""Water"",""Man"",""Insects""]",3,Nectar attracts insect pollinators.,Botany,Reproduction in flowering Plants,1,,1,0,[],,2026-06-01 06:28:11.668926+00,2026-06-01 06:28:11.668926+00
067f8d1c-14f7-46e2-9c6d-55262f9688e6,The symbiotic association between a fungus and the roots of higher plants is called:,"[""Lichen"",""Mycorrhiza"",""Coralloid roots"",""Haustoria""]",0,"Mycorrhiza is a mutualistic symbiotic association where the fungal hyphae absorb minerals and water from the soil for the plant, and the plant provides carbohydrates to the fungus.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
069b7c58-4f1c-45ca-953d-9b0b07a586cc,A vector remains unchanged,"[""When rotated"",""When cross multiplied"",""When multiplied by scalar"",""When slid parallel to itself""]",3,Vectors are free vectors and can be translated parallel to themselves.,Physics,Mechanics,1,,1,0,[],,2026-06-02 04:37:07.672348+00,2026-06-02 04:37:07.672348+00
06a311c0-99c7-4a56-affa-244bd0598a24,The energy stored in a capacitor of capacitance C charged to voltage V is:,"[""CV"",""½CV²"",""CV²"",""2CV²""]",1,"Energy stored: U = ½CV² = ½QV = Q²/2C. The factor of ½ arises because charging a capacitor requires work against the growing voltage (V increases as charge builds up). Energy is stored in the electric field between the plates: U = ½ε₀E²×(volume). When discharged, this energy is released (e.g., in a camera flash, defibrillator). Increasing V doubles charge but quadruples energy (U ∝ V²).",PHYSICS,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
06a42085-65fc-4360-b0f0-fa35018b598b,The fibre obtained by condensation of hexamethylene diamine and adipic acid is:,"[""Dacron"",""Rayon"",""Nylon 66"",""Teflon""]",2,Nylon-66 is formed from hexamethylene diamine and adipic acid.,Chemistry,Inorganic,Set-1,Medium,1,0,[],,2026-05-30 10:58:19.632107+00,2026-05-30 10:58:19.632107+00
06ae042c-73c5-47c4-8068-99f2566c92e5,The genetic material of a prokaryotic cell is,"[""Nucleus"",""Nucleoid"",""Centrosome"",""Mesosome""]",1,Prokaryotic DNA is present in the nucleoid region.,Botany,Cell bioolgy,1,,1,0,[],,2026-06-01 06:05:23.504372+00,2026-06-01 06:05:23.504372+00
06b16438-cba8-4d42-b419-0f653dff8ee9,Gas thermometer at constant volume is filled at,"[""High temperature and low pressure"",""High pressure and low temperature"",""Low temperature and low pressure"",""High temperature and high pressure""]",3,High T and high P ensure measurable range and sensitivity.,Physics,Heat  and thermodynamics,1,,1,0,[],,2026-06-01 17:11:59.334331+00,2026-06-01 17:11:59.334331+00
06b4dff2-00ba-4c50-80a2-ee90c052b490,"Two objects of masses m₁ = 2 kg and m₂ = 3 kg collide and stick together (perfectly inelastic collision). If m₁ was moving at 6 m/s and m₂ was at rest, the velocity after collision is:","[""3.6 m/s"",""2.4 m/s"",""6 m/s"",""5 m/s""]",1,"Conservation of momentum (perfectly inelastic — objects stick together): m₁u₁ + m₂u₂ = (m₁+m₂)v. 2×6 + 3×0 = (2+3)v → 12 = 5v → v = 12/5 = 2.4 m/s. KE before = ½×2×36 = 36 J. KE after = ½×5×5.76 = 14.4 J. Energy lost = 36-14.4 = 21.6 J (lost as heat, sound, deformation). In elastic collisions, both momentum and KE are conserved; in inelastic, only momentum is conserved.",PHYSICS,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
06bb63f4-06c2-48c8-beb0-b83eaada67d7,A car of mass 1000 kg accelerates uniformly from rest to 20 m/s in 10 s. The power developed by the engine at t = 10 s is:,"[""2000 W"",""20000 W"",""10000 W"",""40000 W""]",1,"For uniform acceleration from 0 to 20 m/s in 10 s: a = 2 m/s², F = ma = 2000 N. Average power = Work/time = ΔKE/t = (½×1000×400)/10 = 200,000/10 = 20,000 W. At t=10s, instantaneous power P = F×v = 2000×20 = 40,000 W. The option 20,000 W represents average power, which equals F × average velocity = 2000 × 10 = 20,000 W.",PHYSICS,Sets,1,,1,0,[],,2026-06-02 18:09:17.092329+00,2026-06-02 18:09:17.092329+00
06cc9d91-ef5f-4be0-8e20-bae62ad2fc3f,"34. The force between two point charges is F. If both charges are doubled and distance tripled, the new force is:","[""A) 4F/9"",""B) 2F/3"",""C) 9F/4"",""D) 3F/2""]",0,F' = k (2q)(2q) / (3r)² = 4kq² / 9r² = 4F/9.,CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
06dedca8-41f5-4472-b0de-36de0d761699,Hamburger's phenomenon is also known as:,"[""HCO3 shift"",""Na+ shift"",""Chloride shift"",""H+ shift""]",2,Hamburger's phenomenon refers to the chloride shift during CO₂ transport.,Zoology,Respiratory+ Cardiovascular System,1,,1,0,[],,2026-06-02 18:07:44.801372+00,2026-06-02 18:07:44.801372+00
06fda548-61c8-41c7-83cf-8349943bc11e,37. Ionization of HCl in water results in formation of:,"[""A) H+ and Cl−"",""B) H3O+ and Cl−"",""C) H+, OH− and Cl−"",""D) HClO−""]",1,Protons exist as hydronium ions in water.,Chemistry,"Acids, Bases and Salts+Gaseous and Liquid States",1,,1,0,[],,2026-06-02 17:35:21.060367+00,2026-06-02 17:35:21.060367+00
072f7f8b-a0b8-4290-8cce-b7e421aca524,Bohr energy E_n = -13.6 eV/n²: ionization n=1:,"[""6.8 eV"",""13.6 eV"",""3.4 eV"",""0 eV""]",1,Remove electron from E = -13.6 eV to E = 0.,CEE,Sets,3,,1,0,[],,2026-06-04 18:48:00.516175+00,2026-06-04 18:48:00.516175+00
0737e564-7252-4062-ad62-8559290f9bbd,Most of the glands of the body are of:,"[""Holocrine"",""Merocrine"",""Apocrine"",""None of the above""]",1,"Most glands are merocrine (e.g., salivary glands).",Zoology,Animal Tissues,1,,1,0,[],,2026-06-01 06:19:06.18143+00,2026-06-01 06:19:06.18143+00
073abaa4-900f-4f21-b8c9-232d63de493c,Which gas is the cause of acid rain?,"[""A) CO₂"",""B) SO₂"",""C) NO₂"",""D) O₃""]",1,"Sulfur dioxide oxidizes in the atmosphere to form sulfuric acid, causing acid rain.",Chemistry,Sets,3,,1,0,[],,2026-06-04 18:24:10.204772+00,2026-06-04 18:24:10.204772+00
073b2c12-b666-4577-bdc7-b49f4b3f58ae,Oxidation power depends on,"[""Electron affinity"",""Ionization energy"",""Oxidation potential"",""Electrode potential""]",3,Oxidizing strength depends on standard electrode potential.,Chemistry,Oxidation and Reduction,1,,1,0,[],,2026-06-02 17:32:20.790042+00,2026-06-02 17:32:20.790042+00
074d4160-08bf-49e6-8f48-9b2fe5fd3150,Acidified potassium permanganate solution is decolourised by,"[""A) Bleaching powder"",""B) White vitriol"",""C) Mohr's salt"",""D) Microcosmic salt""]",2,Mohr's salt contains Fe²⁺ which reduces KMnO4.,Chemistry,Volumetric Analysis,1,,1,0,[],,2026-06-02 17:19:01.255321+00,2026-06-02 17:19:01.255321+00
078d49c2-2b55-491f-8046-0595074929f5,The primary function of Sertoli cells located within the seminiferous tubules of the human testes is to:,"[""Secrete testosterone in response to LH."",""Secrete Luteinizing Hormone (LH)."",""Support, nourish, and regulate developing spermatids."",""Inhibit the mitotic division of spermatogonia.""]",0,Sertoli cells are 'nurse' cells that line the seminiferous tubules. They provide nutritional support and structural coordination to germ cells throughout spermatogenesis.,CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
07a18378-b06f-440e-97ea-38fa93bb53ae,The study of fungi is called:,"[""A) Phycology"",""B) Mycology"",""C) Cytology"",""D) Histology""]",1,Mycology is the branch of biology concerned with the study of fungi.,CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
07e38271-a989-40f7-900a-496796c22405,"The radius of a conducting wire is doubled, then its specific resistance is:","[""Double"",""4 times"",""Constant"",""1/4th times""]",2,Specific resistance (resistivity) is a material property and does not depend on dimensions of the wire.,Physics,Electricity and magnetism,1,,1,0,[],,2026-06-01 16:49:17.641221+00,2026-06-01 16:49:17.641221+00
07e6ec69-88f1-43c8-91b7-048e42d3e90e,The pH of 0.01 M HCl solution is:,"[""1"",""2"",""3"",""0.01""]",1,"HCl is a strong acid and fully dissociates: [H+] = 0.01 M = 10⁻² M. pH = -log[H+] = -log(10⁻²) = 2. For strong acids, pH = -log(concentration).",CHEMISTRY,Sets,1,,1,0,[],,2026-06-02 18:29:20.2447+00,2026-06-02 18:29:20.2447+00
07ef5b60-a1b0-4a3e-bcac-d80a0ba33cce,"Chemically, natural rubber consists of:","[""Polyamide"",""Acrolein"",""Polyset"",""Isoprene""]",3,"Natural rubber is cis-1,4-polyisoprene formed from isoprene units.",Chemistry,Inorganic,Set-1,Medium,1,0,[],,2026-05-30 10:58:25.118743+00,2026-05-30 10:58:25.118743+00
07f321a7-f24e-487a-9e56-dcd550760b0c,The function of enzyme in the living system is to:,"[""Transport oxygen"",""Provide immunity"",""Catalyse biochemical reactions"",""Provide energy""]",2,Enzymes act as biological catalysts.,Chemistry,Organic,4,,1,0,[],,2026-06-02 17:13:40.016596+00,2026-06-02 17:13:40.016596+00
083b2579-d0d5-4e41-b70f-ddb95f40ada1,Tear from eye is drained into,"[""Oral cavity"",""Maxillary sinus"",""Ear"",""Nasal cavity""]",0,,Zoology,Nervous System + Sense Organs,1,,1,0,[],,2026-06-01 06:54:20.882161+00,2026-06-01 06:54:20.882161+00
083d212d-1c8d-4564-8ddc-7c44448f3301,The primary role of the tapetum layer surrounding the sporogenous tissue inside an anther is:,"[""Protection of the developing microspores."",""Nutrition and development of pollen grains."",""Dehiscence of the anther to release pollen."",""Synthesis of the outer exine layer only.""]",0,"The tapetum is the innermost layer of the anther wall. It is highly nutritive and synthesizes proteins, enzymes, and sporopollenin, which are essential for pollen grain development and exine formation.",CEE,Sets,6,,1,0,[],,2026-06-06 19:54:14.372879+00,2026-06-06 19:54:14.372879+00
0840db5d-84da-4add-830f-b9d3d14aaac4,26. The exine layer of pollen is made of:,"[""A) Cutin"",""B) Sporopollenin"",""C) Lignin"",""D) Cellulose""]",1,"Sporopollenin is a tough, resistant polymer forming the outer exine layer of pollen grains.",CEE,Sets,2,,1,0,[],,2026-06-04 18:21:30.946088+00,2026-06-04 18:21:30.946088+00
0843ad3c-4894-42ac-a13b-18480118b1a5,A magnetic material aligns perpendicular to uniform magnetic field then the substance is:,"[""Diamagnetic"",""Paramagnetic"",""Ferromagnetic"",""Antiferromagnetic""]",0,Diamagnetic materials tend to align perpendicular to an external magnetic field.,Physics,Electricity and magnetism,2,,1,0,[],,2026-06-01 16:51:09.955905+00,2026-06-01 16:51:09.955905+00
086e87a8-f122-48ff-af58-dfa757070007,15. Which metal is protected by a layer of its oxide?,"[""A) Ag"",""B) Cu"",""C) Al"",""D) Gold""]",2,Aluminium forms a protective Al2O3 layer preventing further corrosion.,Chemistry,Inorganic,Set-2,,1,0,[],,2026-05-30 11:01:28.986174+00,2026-05-30 11:01:28.986174+00
